Registro ANS,Razão Social,Nome Fantasia,CNPJ,registro_ans,cnpj,razao_social,nome_fantasia,ativa,email,site,representante_nome,representante_cargo,autorizacao_funcionamento_em,concessao_registro_definitivo_em,registrada_em,classificacao_sigla,classificacao_nome,segmentacao_sigla,segmentacao_nome,endereco_logradouro,endereco_numero,endereco_complemento,endereco_bairro,endereco_cep,endereco_municipio_codigo,endereco_municipio_nome,endereco_uf_sigla,endereco_valido,telefone_ddd,telefone_numero,fax_ddd,fax_numero,_links,erro
423203,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,APAS ASSIS,00.841.848/0001-43,423203,00841848000143,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,APAS ASSIS,True,apasassis@outlook.com,https://www.apasassis.com.br/,DIONIZIO DE GENOVA JUNIOR,PRESIDENTE,2022-08-25,2022-07-14,2022-07-14,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA SÃO PAULO,303.0,,VILA XAVIER,19802001,350400,Assis,SP,False,18,33241423,18,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/423203'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
410110,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,APAS BAIXADA SANTISTA,00.034.259/0001-53,410110,00034259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,APAS BAIXADA SANTISTA,True,apas@apassantos.com.br,www.apassantos.com.br,ELI FRAGA DO REGO,DIRETOR PRESIDENTE,2014-08-12,2014-08-07,1999-11-03,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA SÃO PAULO,118,CASA,VILA BELMIRO,11075330,354850,Santos,SP,False,13,32261300,13,32265000,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/410110'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
414212,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA,59.762.062/0001-83,414212,59762062000183,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA,True,apas.administrativo@apasaracatuba.com.br,www.apasaracatuba.com.br,ADRIANA ROLEDO BELLUZZO,DIRETORA PRESIDENTE,2011-11-04,2011-11-01,2001-08-28,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA RIO DE JANEIRO,120,CASA,VILA MENDONÇA,16015150,350280,Araçatuba,SP,False,18,36235389,18,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/414212'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
407569,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,APAS- BARRETOS,72.916.364/0001-27,407569,72916364000127,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,APAS- BARRETOS,True,apasbarretos@terra.com.br,,ANTONIO ALVES,DIRETOR PRESIDENTE,2015-11-25,2015-11-18,1999-08-20,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,AVENIDA 23,1337,,CENTRO,14780320,350550,Barretos,SP,False,17,33229844,17,33225133,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/407569'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
406945,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,APAS BAURU,00.147.571/0001-53,406945,00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,APAS BAURU,True,apas@apasbauru.com.br,www.apasbauru.com.br,MARINALVO MARCOS PEREIRA,DIRETOR PRESIDENTE,2007-03-16,2006-11-03,1999-08-04,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA MARIA JOSÉ,1-71,QUADRA 1,CENTRO,17015440,350600,Bauru,SP,False,14,32145500,14,32145501,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/406945'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
408093,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,APAS-BOTUCATU,66.493.339/0001-85,408093,66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,APAS-BOTUCATU,True,apasbtu@terra.com.br,www.apasbotucatu.com.br,ALEKSANDER TOALDO LACERDA,DIRETOR PRESIDENTE,2014-01-29,2014-01-24,1999-09-14,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA PRUDENTE DE MORAES,217,,CENTRO,18602060,350750,Botucatu,SP,False,14,38155199,14,38155199,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/408093'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
408026,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,APAS DE DRACENA,00.665.690/0001-06,408026,00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,APAS DE DRACENA,True,apasdrac@terra.com.br,www.apasdracena.com.br,CLAUDINÊ DE OLIVEIRA CRESPO,PRESIDENTE,2013-03-06,2009-03-20,1999-09-06,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA PRINCESA ISABEL,1215,,CENTRO,17900000,351440,Dracena,SP,False,18,38213990,18,38213997,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/408026'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
406635,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,APAS/ITAPETININGA,71.565.659/0001-33,406635,71565659000133,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,APAS/ITAPETININGA,True,contato@apasitapetininga.com.br,www.apasitapetininga.com.br,CARLOS ROGÉRIO DE MORAIS,REPRESENTANTE,2007-04-04,2006-03-30,1999-07-21,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA DR. COUTINHO,535,,CENTRO,18200358,352230,Itapetininga,SP,False,15,34721800,15,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/406635'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
408034,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,APAS-JAU,66.491.036/0001-23,408034,66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,APAS-JAU,True,geradministrativo@apasjau.com.br,www.apasjau.com.br,REGINALDO MARTINS,PRESIDENTE,2011-11-23,2011-11-21,1999-09-08,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA DR JOÃO LEITE,652,,CENTRO,17201090,352530,Jaú,SP,False,01,436214846,01,436214846,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/408034'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
410608,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),APAS - PRESIDENTE PRUDENTE,00.200.720/0001-09,410608,00200720000109,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),APAS - PRESIDENTE PRUDENTE,True,apas@apasprudente.com.br,www.apasprudente.com.br,PATRÍCIA ELAINE MACHADO,DIRETORA-PRESIDENTE,2011-09-15,2011-09-13,2000-01-27,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA PIONEIRO JOSÉ LORENCETE,420,,JARDIM BONGIOVANI,19050350,354140,Presidente Prudente,SP,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/410608'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
411248,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,APAS/PV,00.648.506/0001-01,411248,00648506000101,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,APAS/PV,True,contato@apaspv.com.br,www.apaspv.com.br,ELCIO APARECIDO RODRIGUES,PRESIDENTE,2015-07-02,2015-06-30,2000-05-08,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA DUQUE DE CAXIAS,343,,CENTRO,19400005,354150,Presidente Venceslau,SP,False,18,32713230,18,32713322,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/411248'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
408794,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),APAS ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE RIBEIRÃO PRETO,72.918.287/0001-44,408794,72918287000144,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),APAS ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE RIBEIRÃO PRETO,True,apasrp@apasrp.com.br,www.apasrp.com.br,MARCO AURELIO HENRIQUES,PRESIDENTE,2012-01-16,2012-01-12,1999-10-07,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA FLORIANO PEIXOTO,1491,,SUMARE,14025388,354340,Ribeirão Preto,SP,False,16,35055000,16,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/408794'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
408263,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,APAS - ASSOCIAÇÃO POLICIAL DE ASSISTÊCIA À SAÚDE SJBVISTA,71.753.297/0001-04,408263,71753297000104,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,APAS - ASSOCIAÇÃO POLICIAL DE ASSISTÊCIA À SAÚDE SJBVISTA,True,apas.sjoao@uol.com.br,www.apassaojoao.com.br,CELSO AUGUSTO LUCIO ,DIRETOR PRESIDENTE,2011-09-15,2011-09-13,1999-09-15,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,AV. PRESIDENTE JOÃO BELCHIOR MARQUES GOU,401,,PARQUE NAÇÕES ,13870579,354910,São João da Boa Vista,SP,False,19,36331494,19,36338415,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/408263'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
420786,ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,SANTA CASA CLÍNICAS,24.807.514/0001-11,420786,24807514000111,ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,SANTA CASA CLÍNICAS,True,bruni@santacasaclinicas.com.br,https://associacao.santacasaclinicas.com.br/,GABRIEL GENARO DE MORES,DIRETOR PRESIDENTE,2017-08-07,2017-03-27,2017-03-27,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA MAESTRO ANTONIO PASSARELI,208,,CENTRO,16200004,350650,Birigui,SP,False,18,36496620,18,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/420786'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418803,ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA,SANTA CASA SAÚDE DE ARAÇATUBA,16.665.579/0001-41,418803,16665579000141,ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA,SANTA CASA SAÚDE DE ARAÇATUBA,True,SCSAUDEGERENCIA@TERRA.COM.BR,www.scsaudearacatuba.com.br,FÁBIO JOSÉ BLAYA MARTINEZ,SUPERINTENDENTE,2013-10-04,2013-03-25,2013-03-25,MEGRP,Medicina de Grupo,SPSUS,Segmento primario principal / SUS - SPP/SUS,RUA OSCAR RODRIGUES ALVES,1092,,VILA MENDONçA,16015030,350280,Araçatuba,SP,False,18,36072720,18,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418803'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
419249,ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS,SANTA CASA SAÚDE,18.321.477/0001-34,419249,18321477000134,ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS,SANTA CASA SAÚDE,True,SANTACASASAUDE@SANTACASASAUDESJC.COM.BR,https://www.planosantacasasaude.com,IVÃ MOLINA ,DIRETOR EXECUTIVO PRESIDENTE,2014-06-05,2014-01-08,2014-01-08,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,AVENIDA DOUTOR JOÃO GUILHERMINO,465,,CENTRO,12210130,354990,São José dos Campos,SP,False,12,38769000,12,38769015,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/419249'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418021,ASSOCIAÇÃO SANTA SAÚDE,PLANO SANTA SAÚDE,13.001.218/0001-02,418021,13001218000102,ASSOCIAÇÃO SANTA SAÚDE,PLANO SANTA SAÚDE,True,regulacao.ans@planosantasaude.com.br,www.planosantasaude.com.br,RAPHAEL VITA COSTA,DIRETOR ADMINISTRATIVO E FINANCEIRO,2011-09-29,2011-04-20,2011-04-20,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA DR. ANTÔNIO BENTO,162,TÉRREO,VILA MATHIAS,11075260,354850,Santos,SP,False,13,32110602,13,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418021'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
419141,ASSOCIAÇÃO SÃO FRANCISCO VIDA,SÃO FRANCISCO VIDA,14.946.109/0001-20,419141,14946109000120,ASSOCIAÇÃO SÃO FRANCISCO VIDA,SÃO FRANCISCO VIDA,True,ans@sfvida.com.br,http://www.saofranciscovida.com.br/,PEDRO GUIMARAES,DIRETOR SUPERINTENDENTE,2014-03-19,2013-10-15,2013-10-15,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA GENERAL CARNEIRO,471,,CENTRO,12308061,352440,Jacareí,SP,False,12,39559595,12,39559595,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/419141'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
421006,ASSOCIAÇÃO SÃO LUIZ SAÚDE,SÃO LUIZ SAÚDE,27.067.508/0001-63,421006,27067508000163,ASSOCIAÇÃO SÃO LUIZ SAÚDE,SÃO LUIZ SAÚDE,True,gerenciasls@iscma.com.br,WWW.ASSOCIACAOSAOLUIZSAUDE.COM.BR,RÉGIS ROBERTO OLIVÉRIO,ADMINISTRADOR,2018-02-21,2017-09-29,2017-09-29,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA CORONEL ANDRE ULSON JUNIOR,248,,CENTRO,13600690,350330,Araras,SP,False,19,35412107,19,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/421006'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
330892,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,SAÚDE CONCEIÇÃO,02.903.477/0001-02,330892,02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,SAÚDE CONCEIÇÃO,True,saudeconceicao@saudeconceicao.org.br,,BEATRIZ HOBOLD,PRESIDENTE,2007-05-04,2006-08-25,1998-12-24,MEGRP,Medicina de Grupo,SSP  ,Segmento secundario principal - SSP,RUA VIDAL RAMOS,299,SALA 01,CENTRO,88701140,421870,Tubarão,SC,False,48,33027200,48,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/330892'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418218,ASSOCIAÇÃO SAÚDE RURAL ALEGRETE,SAÚDE RURAL,11.336.728/0001-05,418218,11336728000105,ASSOCIAÇÃO SAÚDE RURAL ALEGRETE,SAÚDE RURAL,True,saude.rural@sauderural.com.br,,PEDRO PIRES PÍFFERO,PRESIDENTE,2012-12-12,2011-09-13,2011-09-13,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA GENERAL VITORINO,156,SALA A,CENTRO,97542310,430040,Alegrete,RS,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418218'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418919,ASSOCIAÇÃO SAÚDE SÃO JOSÉ,SAÚDE SÃO JOSÉ,11.867.361/0001-56,418919,11867361000156,ASSOCIAÇÃO SAÚDE SÃO JOSÉ,SAÚDE SÃO JOSÉ,True,PLANO@SSJOSE.COM.BR,www.ssjose.com.br,MARIA FELÍCITA HENZ,PRESIDENTE,2015-09-28,2013-06-13,2013-06-13,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA MARECHAL DEODORO,382,TERREO,CENTRO,88801110,420460,Criciúma,SC,False,48,34333338,48,34336242,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418919'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
417220,ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,ODONTOINDUSTRIA,10.796.140/0001-71,417220,10796140000171,ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,ODONTOINDUSTRIA,True,anderson@odontoindustria.com.br,www.odontoindustria.com.br,ANDERSON GONÇALVES DE ALMEIDA GOMES,REPRESENTANTE,2010-06-10,2010-04-09,2010-04-09,ODGRP,Odontologia de Grupo,ST   ,Segmento terciario - ST,RUA ALVARES MACIEL,59,11º ANDAR,SANTA EFIGÊNIA,30150250,310620,Belo Horizonte,MG,False,31,32634600,31,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/417220'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
333867,ASSOCIAÇAO UNISAUDE MARAU,UNISAÚDE,89.761.670/0001-34,333867,89761670000134,ASSOCIAÇAO UNISAUDE MARAU,UNISAÚDE,True,gerencia@unisaudemarau.com.br,www.unisaudemarau.com.br,RUDIMAR LUIS RODEGHERO,DIRETOR GERAL,2014-02-25,2014-02-21,1998-12-31,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,AVENIDA JULIO BORELLA,1240,CONJUNTO 406,CENTRO,99150000,431180,Marau,RS,False,54,33422179,54,33428002,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/333867'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
420123,ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,ASSOCIAÇÃO UNIVIDA,23.557.177/0001-99,420123,23557177000199,ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,ASSOCIAÇÃO UNIVIDA,True,gerencia@unividaplanodesaude.com.br,,SYLVIO ZORDAO JUNIOR,PRESIDENTE,2016-09-08,2016-05-16,2016-05-16,MEGRP,Medicina de Grupo,SPS  ,Segmento primario subsidiario - SPS,RUA INÁCIO RIBEIRO,355,,CENTRO,13670000,354750,Santa Rita do Passa Quatro,SP,False,19,35823259,19,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/420123'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
412635,ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,AVAMP,00.307.714/0001-47,412635,00307714000147,ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,AVAMP,True,diretoria@avamp.com.br,www.avamp.com.br,RUBENS RAYMUNDO DA SILVA,PRESIDENTE,,2016-03-18,2000-11-16,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,AV MARECHAL DEODORO DA FONSECA,385,,JARDIM SANTA CLARA,12080000,355410,Taubaté,SP,False,12,36341266,12,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/412635'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
420794,ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP,ASSOREL BRASIL,23.779.545/0001-43,420794,23779545000143,ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP,ASSOREL BRASIL,True,carolline@assorelbrasil.com.br,,CAROLLINE BRONZEADO DE OLIVEIRA MORILHAS,SÓCIA ADMINISTRADORA,2017-02-03,2017-01-26,2017-01-26,ADMBN,Administradora de Benefícios,,,AVENIDA HISTORIADOR RUBENS DE MENDONÇA,1856,"14º ANDAR, SALA 1404",BOSQUE DA SAUDE,78050000,510340,Cuiabá,MT,False,65,30272470,65,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/420794'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
336874,ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS,ATEMDE ODONTO,15.245.079/0001-98,336874,15245079000198,ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS,ATEMDE ODONTO,True,contabilidade@atemde.com.br,www.atemde.com.br,ANTÔNIO CLEITON VIEIRA GURGEL,DIRETOR PRESIDENTE E ADMINISTR,2009-02-12,2009-02-11,1998-12-17,ODGRP,Odontologia de Grupo,ST   ,Segmento terciario - ST,RUA RUI BARBOSA,120,ED. REAL SALA 202,CENTRO,43700000,293070,Simões Filho,BA,False,71,34832700,71,34832711,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/336874'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
424528,ATIMED ASSISTENCIA MEDICA LTDA,ATICARE SAUDE,59.641.573/0001-47,424528,59641573000147,ATIMED ASSISTENCIA MEDICA LTDA,ATICARE SAUDE,True,administracao@aticare.com.br,,MARIA BRENA SILVA DO NASCIMENTO,SOCIA ADMINISTRADORA,2025-07-21,2025-06-09,2025-06-09,MEGRP,Medicina de Grupo,,,RUA CLOVIS SOARES,200,CONJ 212 - BLOCO JAPÃO,ALVINOPOLIS,12942560,350410,Atibaia,SP,False,11,934007368,11,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/424528'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
422151,ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,ATITUDE SAÚDE,34.732.056/0001-52,422151,34732056000152,ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,ATITUDE SAÚDE,True,diretoria@planoatitudesaude.com.br,www.planoatitudesaude.com.br,ELISANGELA SANTOS SOUSA,REPRESENTANTE JUNTO À ANS,2020-06-01,2020-02-27,2020-02-27,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,AVENIDA TANCREDO NEVES,001283,EDIF EMPRESARIAL OMEGA SALA 0101,CAMINHO DAS ARVORES,41820021,292740,Salvador,BA,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/422151'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
320510,ATÍVIA SERVIÇOS DE SAÚDE S/A,,69.289.171/0001-89,320510,69289171000189,ATÍVIA SERVIÇOS DE SAÚDE S/A,,True,diretoria@ativia.com.br,www.ativia.com.br,GILBERTO ANTONIO DUMALAKAS,DIRETOR PRESIDENTE,2010-12-22,2010-09-21,1998-12-28,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,AVENIDA PREFEITO JOSÉ CRISTOVÃO AROUCA,35,,JD PEREIRA AMPARO,12327707,352440,Jacareí,SP,False,12,39543954,12,39543954,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/320510'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
